"Albert von Szent-Györgyi Nagyrápolt ","Physiology or Medicine","1937","for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid"
"Roger Martin du Gard ","Literature","1937","for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle Les Thibault"
"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil) ","Peace","1937","for his tireless effort in support of the League of Nations, disarmament and peace"
"Victor Franz Hess ","Physics","1936","for his discovery of cosmic radiation"
"Carl David Anderson ","Physics","1936","for his discovery of the positron"
"Petrus (Peter) Josephus Wilhelmus Debye ","Chemistry","1936","for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases"
"Sir Henry Hallett Dale and Otto Loewi ","Physiology or Medicine","1936","for their discoveries relating to chemical transmission of nerve impulses"
"Eugene Gladstone O’Neill ","Literature","1936","for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"
"Carlos Saavedra Lamas ","Peace","1936","for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935"
"James Chadwick ","Physics","1935","for the discovery of the neutron"
"Frédéric Joliot and Irène Joliot-Curie ","Chemistry","1935","in recognition of their synthesis of new radioactive elements"
"Hans Spemann ","Physiology or Medicine","1935","for his discovery of the organizer effect in embryonic development"
"Carl von Ossietzky ","Peace","1935","for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace"
"Harold Clayton Urey ","Chemistry","1934","for his discovery of heavy hydrogen"
"George Hoyt Whipple, George Richards Minot and William Parry Murphy ","Physiology or Medicine","1934","for their discoveries concerning liver therapy in cases of anaemia"
"Luigi Pirandello ","Literature","1934","for his bold and ingenious revival of dramatic and scenic art"
"Arthur Henderson ","Peace","1934","for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34"
"Erwin Schrödinger and Paul Adrien Maurice Dirac ","Physics","1933","for the discovery of new productive forms of atomic theory"
"Thomas Hunt Morgan ","Physiology or Medicine","1933","for his discoveries concerning the role played by the chromosome in heredity"
"Ivan Alekseyevich Bunin ","Literature","1933","for the strict artistry with which he has carried on the classical Russian traditions in prose writing"
"Sir Norman Angell (Ralph Lane) ","Peace","1933","for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace"
"Werner Karl Heisenberg ","Physics","1932","for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen"
"Irving Langmuir ","Chemistry","1932","for his discoveries and investigations in surface chemistry"
"Sir Charles Scott Sherrington and Edgar Douglas Adrian ","Physiology or Medicine","1932","for their discoveries regarding the functions of neurons"
"John Galsworthy ","Literature","1932","for his distinguished art of narration which takes its highest form in The Forsyte Saga"
"Carl Bosch and Friedrich Bergius ","Chemistry","1931","in recognition of their contributions to the invention and development of chemical high pressure methods"
"Otto Heinrich Warburg ","Physiology or Medicine","1931","for his discovery of the nature and mode of action of the respiratory enzyme"
"Erik Axel Karlfeldt ","Literature","1931","The poetry of Erik Axel Karlfeldt"
"Jane Addams and Nicholas Murray Butler ","Peace","1931","for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind"
"Sir Chandrasekhara Venkata Raman ","Physics","1930","for his work on the scattering of light and for the discovery of the effect named after him"
"Hans Fischer ","Chemistry","1930","for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin"
"Karl Landsteiner ","Physiology or Medicine","1930","for his discovery of human blood groups"
"Sinclair Lewis ","Literature","1930","for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters"
"Lars Olof Jonathan (Nathan) Söderblom ","Peace","1930","for promoting Christian unity and helping create ‘that new attitude of mind which is necessary if peace between nations is to become reality"
"Prince Louis-Victor Pierre Raymond de Broglie ","Physics","1929","for his discovery of the wave nature of electrons"
"Arthur Harden and Hans Karl August Simon von Euler-Chelpin ","Chemistry","1929","for their investigations on the fermentation of sugar and fermentative enzymes"
"Christiaan Eijkman ","Physiology or Medicine","1929","for his discovery of the antineuritic vitamin"
"Sir Frederick Gowland Hopkins ","Physiology or Medicine","1929","for his discovery of the growth-stimulating vitamins"
"Thomas Mann ","Literature","1929","principally for his great novel, Buddenbrooks, which has won steadily increased recognition as one of the classic works of contemporary literature"
"Frank Billings Kellogg ","Peace","1929","for his crucial role in bringing about the Briand-Kellogg Pact"
"Owen Willans Richardson ","Physics","1928","for his work on the thermionic phenomenon and especially for the discovery of the law named after him"
"Adolf Otto Reinhold Windaus ","Chemistry","1928","for the services rendered through his research into the constitution of the sterols and their connection with the vitamins"
"Charles Jules Henri Nicolle ","Physiology or Medicine","1928","for his work on typhus"
"Sigrid Undset ","Literature","1928","principally for her powerful descriptions of Northern life during the Middle Ages"
"Arthur Holly Compton ","Physics","1927","for his discovery of the effect named after him"
"Charles Thomson Rees Wilson ","Physics","1927","for his method of making the paths of electrically charged particles visible by condensation of vapour"
"Heinrich Otto Wieland ","Chemistry","1927","for his investigations of the constitution of the bile acids and related substances"
"Julius Wagner-Jauregg ","Physiology or Medicine","1927","for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica"
"Henri Bergson ","Literature","1927","in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented"
"Ferdinand Buisson and Ludwig Quidde ","Peace","1927","for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation"
"Jean Baptiste Perrin ","Physics","1926","for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium"
"The (Theodor) Svedberg ","Chemistry","1926","for his work on disperse systems"
"Johannes Andreas Grib Fibiger ","Physiology or Medicine","1926","for his discovery of the Spiroptera carcinoma"
"Grazia Deledda ","Literature","1926","for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general"
"Aristide Briand and Gustav Stresemann ","Peace","1926","for their crucial role in bringing about the Locarno Treaty"
"James Franck and Gustav Ludwig Hertz ","Physics","1925","for their discovery of the laws governing the impact of an electron upon an atom"
"Richard Adolf Zsigmondy ","Chemistry","1925","for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry"
"George Bernard Shaw ","Literature","1925","for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty"
"Sir Austen Chamberlain ","Peace","1925","for his crucial role in bringing about the Locarno Treaty"
"Charles Gates Dawes ","Peace","1925","for his crucial role in bringing about the Dawes Plan"
"Karl Manne Georg Siegbahn ","Physics","1924","for his discoveries and research in the field of X-ray spectroscopy"
"Willem Einthoven ","Physiology or Medicine","1924","for his discovery of the mechanism of the electrocardiogram"
"Wladyslaw Stanislaw Reymont ","Literature","1924","for his great national epic, The Peasants"
"Robert Andrews Millikan ","Physics","1923","for his work on the elementary charge of electricity and on the photoelectric effect"
"Fritz Pregl ","Chemistry","1923","for his invention of the method of micro-analysis of organic substances"
"Frederick Grant Banting and John James Rickard Macleod ","Physiology or Medicine","1923","for the discovery of insulin"
"William Butler Yeats ","Literature","1923","for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation"
"Niels Henrik David Bohr ","Physics","1922","for his services in the investigation of the structure of atoms and of the radiation emanating from them"
"Francis William Aston ","Chemistry","1922","for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule"
"Archibald Vivian Hill ","Physiology or Medicine","1922","for his discovery relating to the production of heat in the muscle"
"Otto Fritz Meyerhof ","Physiology or Medicine","1922","for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle"
"Jacinto Benavente ","Literature","1922","for the happy manner in which he has continued the illustrious traditions of the Spanish drama"
"Fridtjof Nansen ","Peace","1922","for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations’ High Commissioner for refugees"
"Albert Einstein ","Physics","1921","for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect"
"Frederick Soddy ","Chemistry","1921","for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes"
"Anatole France ","Literature","1921","in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament"
"Karl Hjalmar Branting and Christian Lous Lange ","Peace","1921","for their lifelong contributions to the cause of peace and organized internationalism"
"Charles Edouard Guillaume ","Physics","1920","in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys"
"Walther Hermann Nernst ","Chemistry","1920","in recognition of his work in thermochemistry"
"Schack August Steenberg Krogh ","Physiology or Medicine","1920","for his discovery of the capillary motor regulating mechanism"
"Knut Pedersen Hamsun ","Literature","1920","for his monumental work, Growth of the Soil"
"Léon Victor Auguste Bourgeois ","Peace","1920","for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations"
"Johannes Stark ","Physics","1919","for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields"
"Jules Bordet ","Physiology or Medicine","1919","for his discoveries relating to immunity"
"Carl Friedrich Georg Spitteler ","Literature","1919","in special appreciation of his epic, Olympian Spring"
"Thomas Woodrow Wilson ","Peace","1919","for his role as founder of the League of Nations"
"Max Karl Ernst Ludwig Planck ","Physics","1918","in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta"
"Fritz Haber ","Chemistry","1918","for the synthesis of ammonia from its elements"
"Charles Glover Barkla ","Physics","1917","for his discovery of the characteristic Röntgen radiation of the elements"
"Karl Adolph Gjellerup ","Literature","1917","for his varied and rich poetry, which is inspired by lofty ideals"
"Henrik Pontoppidan ","Literature","1917","for his authentic descriptions of present-day life in Denmark"
"Comité international de la Croix Rouge (International Committee of the Red Cross) ","Peace","1917","for the efforts to take care of wounded soldiers and prisoners of war and their families"
"Carl Gustaf Verner von Heidenstam ","Literature","1916","in recognition of his significance as the leading representative of a new era in our literature"
"Sir William Henry Bragg and William Lawrence Bragg ","Physics","1915","for their services in the analysis of crystal structure by means of X-rays"
"Richard Martin Willstätter ","Chemistry","1915","for his researches on plant pigments, especially chlorophyll"
"Romain Rolland ","Literature","1915","as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings"
"Max von Laue ","Physics","1914","for his discovery of the diffraction of X-rays by crystals"
"Theodore William Richards ","Chemistry","1914","in recognition of his accurate determinations of the atomic weight of a large number of chemical elements"
"Robert Bárány ","Physiology or Medicine","1914","for his work on the physiology and pathology of the vestibular apparatus"
"Heike Kamerlingh Onnes ","Physics","1913","for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium"
"Alfred Werner ","Chemistry","1913","in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry"
"Charles Robert Richet ","Physiology or Medicine","1913","in recognition of his work on anaphylaxis"
"Rabindranath Tagore ","Literature","1913","because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West"
"Henri La Fontaine ","Peace","1913","for his unparalleled contribution to the organization of peaceful internationalism"
"Nils Gustaf Dalén ","Physics","1912","for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys"
"Victor Grignard ","Chemistry","1912","for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry"
"Paul Sabatier ","Chemistry","1912","for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years"
"Alexis Carrel ","Physiology or Medicine","1912","in recognition of his work on vascular suture and the transplantation of blood vessels and organs"
"Gerhart Johann Robert Hauptmann ","Literature","1912","primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
"Elihu Root ","Peace","1912","for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries"
"Wilhelm Wien ","Physics","1911","for his discoveries regarding the laws governing the radiation of heat"
"Marie Curie, née Sklodowska ","Chemistry","1911","in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element"
"Allvar Gullstrand ","Physiology or Medicine","1911","for his work on the dioptrics of the eye"
"Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck ","Literature","1911","in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers’ own feelings and stimulate their imaginations"
"Tobias Michael Carel Asser ","Peace","1911","for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations"
"Alfred Hermann Fried ","Peace","1911","for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations"
"Johannes Diderik van der Waals ","Physics","1910","for his work on the equation of state for gases and liquids"
"Otto Wallach ","Chemistry","1910","in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds"
"Albrecht Kossel ","Physiology or Medicine","1910","in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances"
"Paul Johann Ludwig Heyse ","Literature","1910","as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories"
"Bureau international permanent de la Paix (Permanent International Peace Bureau) ","Peace","1910","for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement"
"Guglielmo Marconi and Karl Ferdinand Braun ","Physics","1909","in recognition of their contributions to the development of wireless telegraphy"
"Wilhelm Ostwald ","Chemistry","1909","in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction"
"Emil Theodor Kocher ","Physiology or Medicine","1909","for his work on the physiology, pathology and surgery of the thyroid gland"
"Selma Ottilia Lovisa Lagerlöf ","Literature","1909","in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings"
"Auguste Marie François Beernaert and Paul Henri Benjamin Balluet d’Estournelles de Constant, Baron de Constant de Rebecque ","Peace","1909","for their prominent position in the international movement for peace and arbitration"
"Gabriel Lippmann ","Physics","1908","for his method of reproducing colours photographically based on the phenomenon of interference"
"Ernest Rutherford ","Chemistry","1908","for his investigations into the disintegration of the elements, and the chemistry of radioactive substances"
"Ilya Ilyich Mechnikov and Paul Ehrlich ","Physiology or Medicine","1908","in recognition of their work on immunity"
"Rudolf Christoph Eucken ","Literature","1908","in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"
"Klas Pontus Arnoldson and Fredrik Bajer ","Peace","1908","for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
"Albert Abraham Michelson ","Physics","1907","for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid"
"Eduard Buchner ","Chemistry","1907","for his biochemical researches and his discovery of cell-free fermentation"
"Charles Louis Alphonse Laveran ","Physiology or Medicine","1907","in recognition of his work on the role played by protozoa in causing diseases"
"Rudyard Kipling ","Literature","1907","in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"
"Ernesto Teodoro Moneta ","Peace","1907","for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy"
"Louis Renault ","Peace","1907","for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences"
"Joseph John Thomson ","Physics","1906","in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases"
"Henri Moissan ","Chemistry","1906","in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him"
"Camillo Golgi and Santiago Ramón y Cajal ","Physiology or Medicine","1906","in recognition of their work on the structure of the nervous system"
"Giosuè Carducci ","Literature","1906","not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
"Theodore Roosevelt ","Peace","1906","for his role in bringing to an end the bloody war recently waged between two of the world’s great powers, Japan and Russia"
"Philipp Eduard Anton von Lenard ","Physics","1905","for his work on cathode rays"
"Johann Friedrich Wilhelm Adolf von Baeyer ","Chemistry","1905","in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds"
"Robert Koch ","Physiology or Medicine","1905","for his investigations and discoveries in relation to tuberculosis"
"Henryk Sienkiewicz ","Literature","1905","because of his outstanding merits as an epic writer"
"Bertha von Suttner ","Peace","1905","for her audacity to oppose the horrors of war"
"Lord Rayleigh (John William Strutt) ","Physics","1904","for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies"
"Sir William Ramsay ","Chemistry","1904","in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system"
"Ivan Petrovich Pavlov ","Physiology or Medicine","1904","in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged"
"Frédéric Mistral ","Literature","1904","in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Provençal philologist"
"José Echegaray y Eizaguirre ","Literature","1904","in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"
"Institut de droit international (Institute of International Law) ","Peace","1904","for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane"
"Antoine Henri Becquerel ","Physics","1903","in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity"
"Pierre Curie and Marie Curie, née Sklodowska ","Physics","1903","in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel"
"Svante August Arrhenius ","Chemistry","1903","in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation"
"Niels Ryberg Finsen ","Physiology or Medicine","1903","in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science"
"Bjørnstjerne Martinus Bjørnson ","Literature","1903","as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit"
"William Randal Cremer ","Peace","1903","for his longstanding and devoted effort in favour of the ideas of peace and arbitration"
"Hendrik Antoon Lorentz and Pieter Zeeman ","Physics","1902","in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena"
"Hermann Emil Fischer ","Chemistry","1902","in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses"
"Ronald Ross ","Physiology or Medicine","1902","for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it"
"Christian Matthias Theodor Mommsen ","Literature","1902","the greatest living master of the art of historical writing, with special reference to his monumental work, A history of Rome"
"Élie Ducommun ","Peace","1902","for his untiring and skilful directorship of the Bern Peace Bureau"
"Charles Albert Gobat ","Peace","1902","for his eminently practical administration of the Inter-Parliamentary Union"
"Wilhelm Conrad Röntgen ","Physics","1901","in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him"
"Jacobus Henricus van ‘t Hoff ","Chemistry","1901","in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions"
"Emil Adolf von Behring ","Physiology or Medicine","1901","for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths"
"Sully Prudhomme ","Literature","1901","in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect"
"Jean Henry Dunant ","Peace","1901","for his humanitarian efforts to help wounded soldiers and create international understanding"
"Frédéric Passy ","Peace","1901","for his lifelong work for international peace conferences, diplomacy and arbitration"
"George J. Stigler ","Economic Sciences","1982","for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation"
"Nicolaas Bloembergen and Arthur Leonard Schawlow ","Physics","1981","for their contribution to the development of laser spectroscopy"
"Kai M. Siegbahn ","Physics","1981","for his contribution to the development of high-resolution electron spectroscopy"
"Kenichi Fukui and Roald Hoffmann ","Chemistry","1981","for their theories, developed independently, concerning the course of chemical reactions"
"Roger W. Sperry ","Physiology or Medicine","1981","for his discoveries concerning the functional specialization of the cerebral hemispheres"
"David H. Hubel and Torsten N. Wiesel ","Physiology or Medicine","1981","for their discoveries concerning information processing in the visual system"
"Elias Canetti ","Literature","1981","for writings marked by a broad outlook, a wealth of ideas and artistic power"
"Office of the United Nations High Commissioner for Refugees (UNHCR) ","Peace","1981","for promoting the fundamental rights of refugees"
"James Tobin ","Economic Sciences","1981","for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices"
"James Watson Cronin and Val Logsdon Fitch ","Physics","1980","for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons"
"Paul Berg ","Chemistry","1980","for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA"
"Walter Gilbert and Frederick Sanger ","Chemistry","1980","for their contributions concerning the determination of base sequences in nucleic acids"
"Baruj Benacerraf, Jean Dausset and George D. Snell ","Physiology or Medicine","1980","for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"
"Czeslaw Milosz ","Literature","1980","who with uncompromising clear-sightedness voices man’s exposed condition in a world of severe conflicts"
"Adolfo Pérez Esquivel ","Peace","1980","for being a source of inspiration to repressed people, especially in Latin America"
"Lawrence R. Klein ","Economic Sciences","1980","for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies"
"Sheldon Lee Glashow, Abdus Salam and Steven Weinberg ","Physics","1979","for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
"Herbert C. Brown and Georg Wittig ","Chemistry","1979","for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
"Allan M. Cormack and Godfrey N. Hounsfield ","Physiology or Medicine","1979","for the development of computer assisted tomography"
"Odysseus Elytis ","Literature","1979","for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man’s struggle for freedom and creativeness"
"Mother Teresa ","Peace","1979","for her work for bringing help to suffering humanity"
"Theodore W. Schultz and Sir Arthur Lewis ","Economic Sciences","1979","for their pioneering research into economic development research with particular consideration of the problems of developing countries"
"Pyotr Leonidovich Kapitsa ","Physics","1978","for his basic inventions and discoveries in the area of low-temperature physics"
"Arno Allan Penzias and Robert Woodrow Wilson ","Physics","1978","for their discovery of cosmic microwave background radiation"
"Peter D. Mitchell ","Chemistry","1978","for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory"
"Werner Arber, Daniel Nathans and Hamilton O. Smith ","Physiology or Medicine","1978","for the discovery of restriction enzymes and their application to problems of molecular genetics"
"Isaac Bashevis Singer ","Literature","1978","for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life"
"Mohamed Anwar al-Sadat and Menachem Begin ","Peace","1978","for jointly having negotiated peace between Egypt and Israel in 1978"
"Herbert A. Simon ","Economic Sciences","1978","for his pioneering research into the decision-making process within economic organizations"
"Philip Warren Anderson, Sir Nevill Francis Mott and John Hasbrouck Van Vleck ","Physics","1977","for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems"
"Ilya Prigogine ","Chemistry","1977","for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures"
"Roger Guillemin and Andrew V. Schally ","Physiology or Medicine","1977","for their discoveries concerning the peptide hormone production of the brain"
"Rosalyn Yalow ","Physiology or Medicine","1977","for the development of radioimmunoassays of peptide hormones"
"Vicente Aleixandre ","Literature","1977","for a creative poetic writing which illuminates man’s condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars"
"Amnesty International ","Peace","1977","for worldwide respect for human rights"
"Bertil Ohlin and James E. Meade ","Economic Sciences","1977","for their pathbreaking contribution to the theory of international trade and international capital movements"
"Burton Richter and Samuel Chao Chung Ting ","Physics","1976","for their pioneering work in the discovery of a heavy elementary particle of a new kind"
"William N. Lipscomb ","Chemistry","1976","for his studies on the structure of boranes illuminating problems of chemical bonding"
"Baruch S. Blumberg and D. Carleton Gajdusek ","Physiology or Medicine","1976","for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases"
"Saul Bellow ","Literature","1976","for the human understanding and subtle analysis of contemporary culture that are combined in his work"
"Betty Williams and Mairead Corrigan ","Peace","1976","for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland"
"Milton Friedman ","Economic Sciences","1976","for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy"
"Aage Niels Bohr, Ben Roy Mottelson and Leo James Rainwater ","Physics","1975","for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection"
"John Warcup Cornforth ","Chemistry","1975","for his work on the stereochemistry of enzyme-catalyzed reactions"
"Vladimir Prelog ","Chemistry","1975","for his research into the stereochemistry of organic molecules and reactions"
"David Baltimore, Renato Dulbecco and Howard Martin Temin ","Physiology or Medicine","1975","for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell"
"Eugenio Montale ","Literature","1975","for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions"
"Andrei Dmitrievich Sakharov ","Peace","1975","for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations"
"Leonid Vitaliyevich Kantorovich and Tjalling C. Koopmans ","Economic Sciences","1975","for their contributions to the theory of optimum allocation of resources"
"Sir Martin Ryle and Antony Hewish ","Physics","1974","for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"
"Paul J. Flory ","Chemistry","1974","for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules"
"Albert Claude, Christian de Duve and George E. Palade ","Physiology or Medicine","1974","for their discoveries concerning the structural and functional organization of the cell"
"Eyvind Johnson ","Literature","1974","for a narrative art, far-seeing in lands and ages, in the service of freedom"
"Harry Martinson ","Literature","1974","for writings that catch the dewdrop and reflect the cosmos"
"Seán MacBride ","Peace","1974","for his efforts to secure and develop human rights throughout the world"
"Eisaku Sato ","Peace","1974","for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty"
"Gunnar Myrdal and Friedrich August von Hayek ","Economic Sciences","1974","for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
"Leo Esaki and Ivar Giaever ","Physics","1973","for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"
"Brian David Josephson ","Physics","1973","for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects"
"Ernst Otto Fischer and Geoffrey Wilkinson ","Chemistry","1973","for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"
"Karl von Frisch, Konrad Lorenz and Nikolaas Tinbergen ","Physiology or Medicine","1973","for their discoveries concerning organization and elicitation of individual and social behaviour patterns"
"Patrick White ","Literature","1973","for an epic and psychological narrative art which has introduced a new continent into literature"
"Henry A. Kissinger and Le Duc Tho ","Peace","1973","for jointly having negotiated a cease fire in Vietnam in 1973"
"Wassily Leontief ","Economic Sciences","1973","for the development of the input-output method and for its application to important economic problems"
"John Bardeen, Leon Neil Cooper and John Robert Schrieffer ","Physics","1972","for their jointly developed theory of superconductivity, usually called the BCS-theory"
"Christian B. Anfinsen ","Chemistry","1972","for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation"
"Stanford Moore and William H. Stein ","Chemistry","1972","for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"
"Gerald M. Edelman and Rodney R. Porter ","Physiology or Medicine","1972","for their discoveries concerning the chemical structure of antibodies"
"Heinrich Böll ","Literature","1972","for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature"
